0.1,0.03,0.55,0.002,1000000,
0.1,0.03,0.55,0.003,1000000,
0.1,0.03,0.55,0.004,1000000,
0.1,0.03,0.6,0.001,1000000,
0.1,0.03,0.6,0.003,1000000,
0.1,0.03,0.6,0.002,1000000,
0.1,0.03,0.6,0.004,1000000,
0.1,0.03,0.65,0.001,1000000,
0.1,0.03,0.65,0.002,1000000,
0.1,0.03,0.65,0.003,1000000,
0.1,0.03,0.65,0.004,1000000,
0.1,0.03,0.7,0.001,1000000,
0.1,0.03,0.7,0.002,1000000,
0.1,0.03,0.7,0.003,1000000,
0.1,0.03,0.7,0.004,1000000,
0.1,0.04,0.05,0.001,997973.5526699999,
0.1,0.04,0.05,0.003,996324.6612200002,
0.1,0.04,0.05,0.002,999199.08641,
0.1,0.04,0.05,0.004,996324.6612200002,
0.1,0.04,0.1,0.002,999227.0457900001,
0.1,0.04,0.1,0.001,999306.65836,
0.1,0.04,0.1,0.003,996344.7964200001,
0.1,0.04,0.1,0.004,996344.7964200001,
0.1,0.04,0.15,0.001,1000000,
0.1,0.04,0.15,0.002,1000000,
0.1,0.04,0.15,0.003,1000000,
0.1,0.04,0.15,0.004,1000000,
0.1,0.04,0.2,0.001,1000000,
0.1,0.04,0.2,0.002,1000000,
0.1,0.04,0.2,0.004,1000000,
0.1,0.04,0.2,0.003,1000000,
0.1,0.04,0.25,0.001,1000000,
0.1,0.04,0.25,0.002,1000000,
0.1,0.04,0.25,0.003,1000000,
0.1,0.04,0.25,0.004,1000000,
0.1,0.04,0.3,0.001,1000000,
0.1,0.04,0.3,0.003,1000000,
0.1,0.04,0.3,0.002,1000000,
0.1,0.04,0.3,0.004,1000000,
0.1,0.04,0.35,0.002,1000000,
0.1,0.04,0.35,0.003,1000000,
0.1,0.04,0.35,0.001,1000000,
0.1,0.04,0.35,0.004,1000000,
0.1,0.04,0.4,0.001,1000000,
0.1,0.04,0.4,0.002,1000000,
0.1,0.04,0.45,0.001,1000000,
0.1,0.04,0.4,0.004,1000000,
0.1,0.04,0.4,0.003,1000000,
0.1,0.04,0.45,0.002,1000000,
0.1,0.04,0.45,0.003,1000000,
0.1,0.04,0.45,0.004,1000000,
0.1,0.04,0.5,0.001,1000000,
0.1,0.04,0.5,0.002,1000000,
0.1,0.04,0.5,0.003,1000000,
0.1,0.04,0.5,0.004,1000000,
0.1,0.04,0.55,0.002,1000000,
0.1,0.04,0.55,0.001,1000000,
0.1,0.04,0.55,0.003,1000000,
0.1,0.04,0.55,0.004,1000000,
0.1,0.04,0.6,0.001,1000000,
0.1,0.04,0.6,0.002,1000000,
0.1,0.04,0.6,0.003,1000000,
0.1,0.04,0.6,0.004,1000000,
0.1,0.04,0.65,0.001,1000000,
0.1,0.04,0.65,0.002,1000000,
0.1,0.04,0.65,0.004,1000000,
0.1,0.04,0.65,0.003,1000000,
0.1,0.04,0.7,0.001,1000000,
0.1,0.04,0.7,0.002,1000000,
0.1,0.04,0.7,0.003,1000000,
0.1,0.04,0.7,0.004,1000000,
0.1,0.05,0.05,0.002,999199.08641,
0.1,0.05,0.05,0.001,997973.5526699999,
0.1,0.05,0.05,0.003,996324.6612200002,
0.1,0.05,0.05,0.004,996324.6612200002,
0.1,0.05,0.1,0.001,999306.65836,
0.1,0.05,0.1,0.003,996344.7964200001,
0.1,0.05,0.1,0.002,999227.0457900001,
0.1,0.05,0.1,0.004,996344.7964200001,
0.1,0.05,0.15,0.002,1000000,
0.1,0.05,0.15,0.001,1000000,
0.1,0.05,0.15,0.003,1000000,
0.1,0.05,0.15,0.004,1000000,
0.1,0.05,0.2,0.001,1000000,
0.1,0.05,0.2,0.002,1000000,
0.1,0.05,0.2,0.003,1000000,
0.1,0.05,0.25,0.001,1000000,
0.1,0.05,0.2,0.004,1000000,
0.1,0.05,0.25,0.002,1000000,
0.1,0.05,0.25,0.004,1000000,
0.1,0.05,0.25,0.003,1000000,
0.1,0.05,0.3,0.001,1000000,
0.1,0.05,0.3,0.002,1000000,
0.1,0.05,0.3,0.003,1000000,
0.1,0.05,0.3,0.004,1000000,
0.1,0.05,0.35,0.002,1000000,
0.1,0.05,0.35,0.003,1000000,
0.1,0.05,0.35,0.004,1000000,
0.1,0.05,0.4,0.001,1000000,
0.1,0.05,0.4,0.002,1000000,
0.1,0.05,0.4,0.003,1000000,
0.1,0.05,0.4,0.004,1000000,
0.1,0.05,0.45,0.001,1000000,
0.1,0.05,0.45,0.002,1000000,
0.1,0.05,0.5,0.001,1000000,
0.1,0.05,0.45,0.003,1000000,
0.1,0.05,0.45,0.004,1000000,
0.1,0.05,0.5,0.002,1000000,
0.1,0.05,0.5,0.003,1000000,
0.1,0.05,0.55,0.001,1000000,
0.1,0.05,0.5,0.004,1000000,
0.1,0.05,0.55,0.002,1000000,
0.1,0.05,0.55,0.003,1000000,
0.1,0.05,0.6,0.001,1000000,
0.1,0.05,0.55,0.004,1000000,
0.1,0.05,0.6,0.002,1000000,
0.1,0.05,0.6,0.003,1000000,
0.1,0.05,0.6,0.004,1000000,
0.1,0.05,0.65,0.002,1000000,
0.1,0.05,0.65,0.001,1000000,
0.1,0.05,0.65,0.003,1000000,
0.1,0.05,0.65,0.004,1000000,
0.1,0.05,0.7,0.002,1000000,
0.1,0.05,0.7,0.001,1000000,
0.1,0.05,0.7,0.003,1000000,
0.1,0.05,0.7,0.004,1000000,
0.1,0.06,0.05,0.001,997973.5526699999,
0.1,0.06,0.05,0.002,999199.08641,
0.1,0.06,0.05,0.003,996324.6612200002,
0.1,0.06,0.05,0.004,996324.6612200002,
0.1,0.06,0.1,0.001,999306.65836,
0.1,0.06,0.1,0.002,999227.0457900001,
0.1,0.06,0.1,0.003,996344.7964200001,
0.1,0.06,0.1,0.004,996344.7964200001,
0.1,0.06,0.15,0.001,1000000,
0.1,0.06,0.15,0.002,1000000,
0.1,0.06,0.15,0.003,1000000,
0.1,0.06,0.15,0.004,1000000,
0.1,0.06,0.2,0.003,1000000,
0.1,0.06,0.2,0.002,1000000,
0.1,0.06,0.2,0.004,1000000,
0.1,0.06,0.2,0.001,1000000,
0.1,0.06,0.25,0.001,1000000,
0.1,0.06,0.25,0.002,1000000,
0.1,0.06,0.25,0.004,1000000,
0.1,0.06,0.25,0.003,1000000,
0.1,0.06,0.3,0.001,1000000,
0.1,0.06,0.3,0.002,1000000,
0.1,0.06,0.3,0.003,1000000,
0.1,0.06,0.35,0.001,1000000,
0.1,0.06,0.3,0.004,1000000,
0.1,0.06,0.35,0.002,1000000,
0.1,0.06,0.35,0.003,1000000,
0.1,0.06,0.35,0.004,1000000,
0.1,0.06,0.4,0.001,1000000,
0.1,0.06,0.4,0.003,1000000,
0.1,0.06,0.4,0.002,1000000,
0.1,0.06,0.4,0.004,1000000,
0.1,0.06,0.45,0.001,1000000,
0.1,0.06,0.45,0.002,1000000,
0.1,0.06,0.45,0.003,1000000,
0.1,0.06,0.45,0.004,1000000,
0.1,0.06,0.5,0.001,1000000,
0.1,0.06,0.5,0.002,1000000,
0.1,0.06,0.5,0.003,1000000,
0.1,0.06,0.5,0.004,1000000,
0.1,0.06,0.55,0.001,1000000,
0.1,0.06,0.55,0.002,1000000,
0.1,0.06,0.55,0.003,1000000,
0.1,0.06,0.55,0.004,1000000,
0.1,0.06,0.6,0.001,1000000,
0.1,0.06,0.6,0.002,1000000,
0.1,0.06,0.6,0.003,1000000,
0.1,0.06,0.6,0.004,1000000,
0.1,0.06,0.65,0.001,1000000,
0.1,0.06,0.65,0.002,1000000,
0.1,0.06,0.65,0.003,1000000,
0.1,0.06,0.65,0.004,1000000,
0.1,0.06,0.7,0.001,1000000,
0.1,0.06,0.7,0.002,1000000,
0.1,0.06,0.7,0.003,1000000,
0.1,0.06,0.7,0.004,1000000,
0.1,0.07,0.05,0.002,999199.08641,
0.1,0.07,0.05,0.003,996324.6612200002,
0.1,0.07,0.05,0.001,997973.5526699999,
0.1,0.07,0.05,0.004,996324.6612200002,
0.1,0.07,0.1,0.001,999306.65836,
0.1,0.07,0.1,0.002,999227.0457900001,
0.1,0.07,0.1,0.003,996344.7964200001,
0.1,0.07,0.1,0.004,996344.7964200001,
0.1,0.07,0.15,0.001,1000000,
0.1,0.07,0.15,0.002,1000000,
0.1,0.07,0.15,0.003,1000000,
0.1,0.07,0.15,0.004,1000000,
0.1,0.07,0.2,0.001,1000000,
0.1,0.07,0.2,0.002,1000000,
0.1,0.07,0.2,0.003,1000000,
0.1,0.07,0.2,0.004,1000000,
0.1,0.07,0.25,0.001,1000000,
0.1,0.07,0.25,0.002,1000000,
0.1,0.07,0.25,0.003,1000000,
0.1,0.07,0.25,0.004,1000000,
0.1,0.07,0.3,0.001,1000000,
0.1,0.07,0.3,0.003,1000000,
0.1,0.07,0.3,0.002,1000000,
0.1,0.07,0.3,0.004,1000000,
0.1,0.07,0.35,0.001,1000000,
0.1,0.07,0.35,0.002,1000000,
0.1,0.07,0.35,0.003,1000000,
0.1,0.07,0.35,0.004,1000000,
0.1,0.07,0.4,0.001,1000000,
0.1,0.07,0.4,0.002,1000000,
0.1,0.07,0.4,0.004,1000000,
0.1,0.07,0.4,0.003,1000000,
0.1,0.07,0.45,0.001,1000000,
0.1,0.07,0.45,0.002,1000000,
0.1,0.07,0.45,0.003,1000000,
0.1,0.07,0.45,0.004,1000000,
0.1,0.07,0.5,0.001,1000000,
0.1,0.07,0.5,0.002,1000000,
0.1,0.07,0.5,0.003,1000000,
0.1,0.07,0.5,0.004,1000000,
0.1,0.07,0.55,0.001,1000000,
0.1,0.07,0.55,0.002,1000000,
0.1,0.07,0.55,0.003,1000000,
0.1,0.07,0.55,0.004,1000000,
0.1,0.07,0.6,0.001,1000000,
0.1,0.07,0.6,0.002,1000000,
0.1,0.07,0.6,0.003,1000000,
0.1,0.07,0.65,0.001,1000000,
0.1,0.07,0.6,0.004,1000000,
0.1,0.07,0.65,0.002,1000000,
0.1,0.07,0.65,0.004,1000000,
0.1,0.07,0.65,0.003,1000000,
0.1,0.07,0.7,0.002,1000000,
0.1,0.07,0.7,0.001,1000000,
0.1,0.07,0.7,0.003,1000000,
0.1,0.08,0.05,0.001,997973.5526699999,
0.1,0.07,0.7,0.004,1000000,
0.1,0.08,0.05,0.002,999199.08641,
0.1,0.08,0.05,0.003,996324.6612200002,
0.1,0.08,0.05,0.004,996324.6612200002,
0.1,0.08,0.1,0.001,999306.65836,
0.1,0.08,0.1,0.002,999227.0457900001,
0.1,0.08,0.1,0.003,996344.7964200001,
0.1,0.08,0.1,0.004,996344.7964200001,
0.1,0.08,0.15,0.001,1000000,
0.1,0.08,0.15,0.002,1000000,
0.1,0.08,0.15,0.003,1000000,
0.1,0.08,0.15,0.004,1000000,
0.1,0.08,0.2,0.001,1000000,
0.1,0.08,0.2,0.002,1000000,
0.1,0.08,0.2,0.003,1000000,
0.1,0.08,0.25,0.001,1000000,
0.1,0.08,0.2,0.004,1000000,
0.1,0.08,0.25,0.002,1000000,
0.1,0.08,0.25,0.003,1000000,
0.1,0.08,0.3,0.001,1000000,
0.1,0.08,0.3,0.002,1000000,
0.1,0.08,0.25,0.004,1000000,
0.1,0.08,0.3,0.003,1000000,
0.1,0.08,0.3,0.004,1000000,
0.1,0.08,0.35,0.002,1000000,
0.1,0.08,0.35,0.003,1000000,
0.1,0.08,0.35,0.001,1000000,
0.1,0.08,0.35,0.004,1000000,
0.1,0.08,0.4,0.001,1000000,
0.1,0.08,0.4,0.003,1000000,
0.1,0.08,0.4,0.002,1000000,
0.1,0.08,0.4,0.004,1000000,
0.1,0.08,0.45,0.001,1000000,
0.1,0.08,0.45,0.002,1000000,
0.1,0.08,0.45,0.003,1000000,
0.1,0.08,0.45,0.004,1000000,
0.1,0.08,0.5,0.001,1000000,
0.1,0.08,0.5,0.002,1000000,
0.1,0.08,0.5,0.003,1000000,
0.1,0.08,0.5,0.004,1000000,
0.1,0.08,0.55,0.001,1000000,
0.1,0.08,0.55,0.002,1000000,
0.1,0.08,0.55,0.003,1000000,
0.1,0.08,0.55,0.004,1000000,
0.1,0.08,0.6,0.001,1000000,
0.1,0.08,0.6,0.002,1000000,
0.1,0.08,0.6,0.003,1000000,
0.1,0.08,0.6,0.004,1000000,
0.1,0.08,0.65,0.003,1000000,
0.1,0.08,0.65,0.001,1000000,
0.1,0.08,0.65,0.002,1000000,
0.1,0.08,0.65,0.004,1000000,
0.1,0.08,0.7,0.001,1000000,
0.1,0.08,0.7,0.004,1000000,
0.1,0.08,0.7,0.003,1000000,
0.1,0.08,0.7,0.002,1000000,
0.1,0.09,0.05,0.001,997973.5526699999,
0.1,0.09,0.05,0.002,999199.08641,
0.1,0.09,0.05,0.003,996324.6612200002,
0.1,0.09,0.1,0.001,999306.65836,
0.1,0.09,0.05,0.004,996324.6612200002,
0.1,0.09,0.1,0.002,999227.0457900001,
0.1,0.09,0.1,0.003,996344.7964200001,
0.1,0.09,0.1,0.004,996344.7964200001,
0.1,0.09,0.15,0.001,1000000,
0.1,0.09,0.15,0.002,1000000,
0.1,0.09,0.15,0.003,1000000,
0.1,0.09,0.15,0.004,1000000,
0.1,0.09,0.2,0.001,1000000,
0.1,0.09,0.2,0.002,1000000,
0.1,0.09,0.2,0.003,1000000,
0.1,0.09,0.2,0.004,1000000,
0.1,0.09,0.25,0.001,1000000,
0.1,0.09,0.25,0.002,1000000,
0.1,0.09,0.25,0.003,1000000,
0.1,0.09,0.25,0.004,1000000,
0.1,0.09,0.3,0.001,1000000,
0.1,0.09,0.3,0.002,1000000,
0.1,0.09,0.3,0.003,1000000,
0.1,0.09,0.3,0.004,1000000,
0.1,0.09,0.35,0.001,1000000,
0.1,0.09,0.35,0.002,1000000,
0.1,0.09,0.35,0.003,1000000,
0.1,0.09,0.35,0.004,1000000,
0.1,0.09,0.4,0.001,1000000,
0.1,0.09,0.4,0.002,1000000,
0.1,0.09,0.4,0.003,1000000,
0.1,0.09,0.4,0.004,1000000,
0.1,0.09,0.45,0.001,1000000,
0.1,0.09,0.45,0.002,1000000,
0.1,0.09,0.45,0.003,1000000,
0.1,0.09,0.45,0.004,1000000,
0.1,0.09,0.5,0.001,1000000,
0.1,0.09,0.5,0.003,1000000,
0.1,0.09,0.5,0.002,1000000,
0.1,0.09,0.5,0.004,1000000,
0.1,0.09,0.55,0.001,1000000,
0.1,0.09,0.55,0.002,1000000,
0.1,0.09,0.55,0.003,1000000,
0.1,0.09,0.55,0.004,1000000,
0.1,0.09,0.6,0.001,1000000,
0.1,0.09,0.6,0.002,1000000,
0.1,0.09,0.6,0.003,1000000,
0.1,0.09,0.6,0.004,1000000,
0.1,0.09,0.65,0.001,1000000,
0.1,0.09,0.65,0.002,1000000,
0.1,0.09,0.65,0.003,1000000,
0.1,0.09,0.65,0.004,1000000,
0.1,0.09,0.7,0.002,1000000,
0.1,0.09,0.7,0.001,1000000,
0.1,0.09,0.7,0.003,1000000,
0.1,0.09,0.7,0.004,1000000,
0.15,0.01,0.05,0.001,992711.4716700001,
0.15,0.01,0.05,0.003,990493.9386600003,
0.15,0.01,0.05,0.002,990388.2754199998,
0.15,0.01,0.05,0.004,990494.5228199995,
0.15,0.01,0.1,0.001,994861.7747499999,
0.15,0.01,0.1,0.002,994543.94462,
0.15,0.01,0.1,0.003,992582.31355,
0.15,0.01,0.1,0.004,994170.4396700002,
0.15,0.01,0.15,0.001,999306.6220600001,
0.15,0.01,0.15,0.002,999546.9109199999,
0.15,0.01,0.15,0.003,996666.28317,
0.15,0.01,0.2,0.002,1000000,
0.15,0.01,0.2,0.001,1000000,
0.15,0.01,0.15,0.004,996666.28317,
0.15,0.01,0.2,0.003,1000000,
0.15,0.01,0.2,0.004,1000000,
0.15,0.01,0.25,0.002,1000000,
0.15,0.01,0.25,0.003,1000000,
0.15,0.01,0.25,0.001,1000000,
0.15,0.01,0.25,0.004,1000000,
0.15,0.01,0.3,0.003,1000000,
0.15,0.01,0.3,0.001,1000000,
0.15,0.01,0.3,0.002,1000000,
0.15,0.01,0.3,0.004,1000000,
0.15,0.01,0.35,0.001,1000000,
0.15,0.01,0.35,0.002,1000000,
0.15,0.01,0.35,0.003,1000000,
0.15,0.01,0.35,0.004,1000000,
0.15,0.01,0.4,0.001,1000000,
0.15,0.01,0.4,0.002,1000000,
0.15,0.01,0.45,0.001,1000000,
0.15,0.01,0.4,0.003,1000000,
0.15,0.01,0.4,0.004,1000000,
0.15,0.01,0.45,0.002,1000000,
0.15,0.01,0.45,0.003,1000000,
0.15,0.01,0.5,0.001,1000000,
0.15,0.01,0.5,0.002,1000000,
0.15,0.01,0.45,0.004,1000000,
0.15,0.01,0.5,0.003,1000000,
0.15,0.01,0.5,0.004,1000000,
0.15,0.01,0.55,0.001,1000000,
0.15,0.01,0.55,0.002,1000000,
0.15,0.01,0.55,0.003,1000000,
0.15,0.01,0.55,0.004,1000000,
0.15,0.01,0.6,0.001,1000000,
0.15,0.01,0.6,0.002,1000000,
0.15,0.01,0.6,0.004,1000000,
0.15,0.01,0.6,0.003,1000000,
0.15,0.01,0.65,0.001,1000000,
0.15,0.01,0.65,0.002,1000000,
0.15,0.01,0.65,0.003,1000000,
0.15,0.01,0.65,0.004,1000000,
0.15,0.01,0.7,0.001,1000000,
0.15,0.01,0.7,0.002,1000000,
0.15,0.01,0.7,0.003,1000000,
0.15,0.01,0.7,0.004,1000000,
0.15,0.02,0.05,0.002,990388.2754199998,
0.15,0.02,0.05,0.001,992711.4716700001,
0.15,0.02,0.05,0.003,990493.9386600003,
0.15,0.02,0.05,0.004,990494.5228199995,
0.15,0.02,0.1,0.001,994861.7747499999,
0.15,0.02,0.1,0.002,994543.94462,
0.15,0.02,0.1,0.003,992582.31355,
0.15,0.02,0.1,0.004,994170.4396700002,
0.15,0.02,0.15,0.001,999306.6220600001,
0.15,0.02,0.15,0.002,999546.9109199999,
0.15,0.02,0.15,0.003,996666.28317,
0.15,0.02,0.15,0.004,996666.28317,
0.15,0.02,0.2,0.001,1000000,
0.15,0.02,0.2,0.002,1000000,
0.15,0.02,0.2,0.003,1000000,
0.15,0.02,0.2,0.004,1000000,
0.15,0.02,0.25,0.001,1000000,
0.15,0.02,0.25,0.002,1000000,
0.15,0.02,0.25,0.003,1000000,
0.15,0.02,0.25,0.004,1000000,
0.15,0.02,0.3,0.001,1000000,
0.15,0.02,0.3,0.002,1000000,
0.15,0.02,0.3,0.003,1000000,
0.15,0.02,0.3,0.004,1000000,
0.15,0.02,0.35,0.001,1000000,
0.15,0.02,0.35,0.002,1000000,
0.15,0.02,0.35,0.003,1000000,
0.15,0.02,0.4,0.001,1000000,
0.15,0.02,0.35,0.004,1000000,
0.15,0.02,0.4,0.002,1000000,
0.15,0.02,0.4,0.003,1000000,
0.15,0.02,0.45,0.002,1000000,
0.15,0.02,0.4,0.004,1000000,
0.15,0.02,0.45,0.001,1000000,
0.15,0.02,0.45,0.003,1000000,
0.15,0.02,0.45,0.004,1000000,
0.15,0.02,0.5,0.002,1000000,
0.15,0.02,0.5,0.001,1000000,
0.15,0.02,0.5,0.003,1000000,
0.15,0.02,0.5,0.004,1000000,
0.15,0.02,0.55,0.001,1000000,
0.15,0.02,0.55,0.003,1000000,
0.15,0.02,0.55,0.002,1000000,
0.15,0.02,0.55,0.004,1000000,
0.15,0.02,0.6,0.001,1000000,
0.15,0.02,0.6,0.002,1000000,
0.15,0.02,0.6,0.003,1000000,
0.15,0.02,0.65,0.001,1000000,
0.15,0.02,0.6,0.004,1000000,
0.15,0.02,0.65,0.002,1000000,
0.15,0.02,0.65,0.003,1000000,
0.15,0.02,0.65,0.004,1000000,
0.15,0.02,0.7,0.001,1000000,
0.15,0.02,0.7,0.002,1000000,
0.15,0.02,0.7,0.003,1000000,
0.15,0.02,0.7,0.004,1000000,
0.15,0.03,0.05,0.001,992711.4716700001,
0.15,0.03,0.05,0.002,990388.2754199998,
0.15,0.03,0.05,0.003,990493.9386600003,
0.15,0.03,0.05,0.004,990494.5228199995,
0.15,0.03,0.1,0.003,992582.31355,
0.15,0.03,0.1,0.001,994861.7747499999,
0.15,0.03,0.1,0.004,994170.4396700002,
0.15,0.03,0.1,0.002,994543.94462,
0.15,0.03,0.15,0.003,996666.28317,
0.15,0.03,0.2,0.001,1000000,
0.15,0.03,0.15,0.004,996666.28317,
0.15,0.03,0.15,0.001,999306.6220600001,
0.15,0.03,0.15,0.002,999546.9109199999,
0.15,0.03,0.25,0.001,1000000,
0.15,0.03,0.2,0.003,1000000,
0.15,0.03,0.2,0.002,1000000,
0.15,0.03,0.25,0.002,1000000,
0.15,0.03,0.2,0.004,1000000,
0.15,0.03,0.25,0.004,1000000,
0.15,0.03,0.25,0.003,1000000,
0.15,0.03,0.3,0.002,1000000,
0.15,0.03,0.3,0.003,1000000,
0.15,0.03,0.3,0.001,1000000,
0.15,0.03,0.3,0.004,1000000,
0.15,0.03,0.35,0.001,1000000,
0.15,0.03,0.35,0.002,1000000,
0.15,0.03,0.35,0.003,1000000,
0.15,0.03,0.35,0.004,1000000,
0.15,0.03,0.4,0.001,1000000,
0.15,0.03,0.4,0.002,1000000,
0.15,0.03,0.4,0.003,1000000,
0.15,0.03,0.45,0.001,1000000,
0.15,0.03,0.4,0.004,1000000,
0.15,0.03,0.45,0.002,1000000,
0.15,0.03,0.45,0.003,1000000,
0.15,0.03,0.45,0.004,1000000,
0.15,0.03,0.5,0.001,1000000,
0.15,0.03,0.5,0.002,1000000,
0.15,0.03,0.5,0.003,1000000,
0.15,0.03,0.5,0.004,1000000,
0.15,0.03,0.55,0.001,1000000,
0.15,0.03,0.55,0.003,1000000,
0.15,0.03,0.55,0.002,1000000,
0.15,0.03,0.55,0.004,1000000,
0.15,0.03,0.6,0.001,1000000,
0.15,0.03,0.6,0.004,1000000,
0.15,0.03,0.6,0.002,1000000,
0.15,0.03,0.6,0.003,1000000,
0.15,0.03,0.65,0.001,1000000,
0.15,0.03,0.65,0.002,1000000,
0.15,0.03,0.65,0.003,1000000,
0.15,0.03,0.65,0.004,1000000,
0.15,0.03,0.7,0.001,1000000,
0.15,0.03,0.7,0.002,1000000,
0.15,0.03,0.7,0.003,1000000,
0.15,0.03,0.7,0.004,1000000,
0.15,0.04,0.05,0.001,992711.4716700001,
0.15,0.04,0.05,0.002,990388.2754199998,
0.15,0.04,0.05,0.004,990494.5228199995,
0.15,0.04,0.05,0.003,990493.9386600003,
0.15,0.04,0.1,0.001,994861.7747499999,
0.15,0.04,0.1,0.003,992582.31355,
0.15,0.04,0.1,0.002,994543.94462,
0.15,0.04,0.15,0.001,999306.6220600001,
0.15,0.04,0.1,0.004,994170.4396700002,
0.15,0.04,0.15,0.004,996666.28317,
0.15,0.04,0.15,0.002,999546.9109199999,
0.15,0.04,0.15,0.003,996666.28317,
0.15,0.04,0.2,0.001,1000000,
0.15,0.04,0.2,0.002,1000000,
0.15,0.04,0.2,0.003,1000000,
0.15,0.04,0.2,0.004,1000000,
0.15,0.04,0.25,0.001,1000000,
0.15,0.04,0.25,0.002,1000000,
0.15,0.04,0.25,0.004,1000000,
0.15,0.04,0.3,0.001,1000000,
0.15,0.04,0.25,0.003,1000000,
0.15,0.04,0.3,0.002,1000000,
0.15,0.04,0.3,0.003,1000000,
0.15,0.04,0.3,0.004,1000000,
0.15,0.04,0.35,0.001,1000000,
0.15,0.04,0.35,0.002,1000000,
0.15,0.04,0.35,0.003,1000000,
0.15,0.04,0.35,0.004,1000000,
0.15,0.04,0.4,0.001,1000000,
0.15,0.04,0.4,0.002,1000000,
0.15,0.04,0.4,0.003,1000000,
0.15,0.04,0.4,0.004,1000000,
0.15,0.04,0.45,0.001,1000000,
0.15,0.04,0.45,0.002,1000000,
0.15,0.04,0.45,0.003,1000000,
0.15,0.04,0.45,0.004,1000000,
0.15,0.04,0.5,0.001,1000000,
0.15,0.04,0.5,0.002,1000000,
0.15,0.04,0.5,0.003,1000000,
0.15,0.04,0.55,0.001,1000000,
0.15,0.04,0.5,0.004,1000000,
0.15,0.04,0.55,0.002,1000000,
0.15,0.04,0.55,0.003,1000000,
0.15,0.04,0.55,0.004,1000000,
0.15,0.04,0.6,0.002,1000000,
0.15,0.04,0.6,0.003,1000000,
0.15,0.04,0.6,0.001,1000000,
0.15,0.04,0.6,0.004,1000000,
0.15,0.04,0.65,0.001,1000000,
0.15,0.04,0.65,0.002,1000000,
0.15,0.04,0.65,0.004,1000000,
0.15,0.04,0.65,0.003,1000000,
0.15,0.04,0.7,0.001,1000000,
0.15,0.04,0.7,0.002,1000000,
0.15,0.04,0.7,0.003,1000000,
0.15,0.04,0.7,0.004,1000000,
0.15,0.05,0.05,0.001,992711.4716700001,
0.15,0.05,0.05,0.002,990388.2754199998,
0.15,0.05,0.05,0.003,990493.9386600003,
0.15,0.05,0.1,0.001,994861.7747499999,
0.15,0.05,0.05,0.004,990494.5228199995,
0.15,0.05,0.1,0.002,994543.94462,
0.15,0.05,0.1,0.003,992582.31355,
0.15,0.05,0.1,0.004,994170.4396700002,
0.15,0.05,0.15,0.002,999546.9109199999,
0.15,0.05,0.15,0.001,999306.6220600001,
0.15,0.05,0.15,0.003,996666.28317,
0.15,0.05,0.15,0.004,996666.28317,
0.15,0.05,0.2,0.001,1000000,
0.15,0.05,0.2,0.002,1000000,
0.15,0.05,0.2,0.003,1000000,
0.15,0.05,0.2,0.004,1000000,
0.15,0.05,0.25,0.001,1000000,
0.15,0.05,0.25,0.002,1000000,
0.15,0.05,0.25,0.004,1000000,
0.15,0.05,0.25,0.003,1000000,
0.15,0.05,0.3,0.001,1000000,
0.15,0.05,0.3,0.002,1000000,
0.15,0.05,0.3,0.003,1000000,
0.15,0.05,0.3,0.004,1000000,
0.15,0.05,0.35,0.001,1000000,
0.15,0.05,0.35,0.002,1000000,
0.15,0.05,0.35,0.003,1000000,
0.15,0.05,0.4,0.002,1000000,
0.15,0.05,0.35,0.004,1000000,
0.15,0.05,0.4,0.001,1000000,
0.15,0.05,0.4,0.003,1000000,
0.15,0.05,0.4,0.004,1000000,
0.15,0.05,0.45,0.003,1000000,
0.15,0.05,0.45,0.001,1000000,
0.15,0.05,0.45,0.002,1000000,
0.15,0.05,0.45,0.004,1000000,
0.15,0.05,0.5,0.001,1000000,
0.15,0.05,0.5,0.002,1000000,
0.15,0.05,0.5,0.004,1000000,
0.15,0.05,0.5,0.003,1000000,
0.15,0.05,0.55,0.002,1000000,
0.15,0.05,0.55,0.001,1000000,
0.15,0.05,0.55,0.003,1000000,
0.15,0.05,0.55,0.004,1000000,
0.15,0.05,0.6,0.001,1000000,
0.15,0.05,0.6,0.003,1000000,
0.15,0.05,0.6,0.002,1000000,
0.15,0.05,0.6,0.004,1000000,
0.15,0.05,0.65,0.001,1000000,
0.15,0.05,0.65,0.002,1000000,
0.15,0.05,0.65,0.004,1000000,
0.15,0.05,0.65,0.003,1000000,
0.15,0.05,0.7,0.001,1000000,
0.15,0.05,0.7,0.002,1000000,
0.15,0.05,0.7,0.003,1000000,
0.15,0.05,0.7,0.004,1000000,
0.15,0.06,0.05,0.001,992711.4716700001,
0.15,0.06,0.05,0.004,990494.5228199995,
0.15,0.06,0.05,0.002,990388.2754199998,
0.15,0.06,0.05,0.003,990493.9386600003,
0.15,0.06,0.1,0.002,994543.94462,
0.15,0.06,0.1,0.001,994861.7747499999,
0.15,0.06,0.1,0.003,992582.31355,
0.15,0.06,0.1,0.004,994170.4396700002,
0.15,0.06,0.15,0.001,999306.6220600001,
0.15,0.06,0.15,0.002,999546.9109199999,
0.15,0.06,0.15,0.004,996666.28317,
0.15,0.06,0.15,0.003,996666.28317,
0.15,0.06,0.2,0.001,1000000,
0.15,0.06,0.2,0.002,1000000,
0.15,0.06,0.2,0.003,1000000,
0.15,0.06,0.2,0.004,1000000,
0.15,0.06,0.25,0.001,1000000,
